image_path,label_str
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/Non_COVID (49).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (36).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (106).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (327).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10360).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10359).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (310).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (173).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (557).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (186).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (359).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (658).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (355).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/Non_COVID (69).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (352).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (373).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10441).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (253).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10474).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (538).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (133).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (473).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (324).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (13).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (131).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10452).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10528).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/Non_COVID (46).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10538).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (561).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (482).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (540).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (178).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (335).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (654).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (179).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10518).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10366).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10568).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10517).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (280).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (351).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10480).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (574).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (176).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (541).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (117).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10455).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (441).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (601).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10586).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (162).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (399).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (82).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (107).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (85).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (202).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (357).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (219).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (623).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10511).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10321).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (4).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10492).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (290).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10395).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10485).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (217).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10469).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10447).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10413).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (638).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (41).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (404).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10585).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (337).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (128).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (440).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (456).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (443).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (212).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (550).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (627).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10496).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (459).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10426).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (161).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (145).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10398).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (457).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (119).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (590).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10588).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (642).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (301).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10431).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10448).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (24).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (497).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (367).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (121).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (151).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10463).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (103).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10575).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (551).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (270).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (361).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10478).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10488).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (401).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (455).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (222).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10404).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10322).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10416).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (156).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10524).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (86).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (560).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (99).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (287).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (286).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (284).png,Non-COVID
/kaggle/input/covidqu/Infection Segmentation Data/Infection Segmentation Data/Train/Non-COVID/images/non_COVID (10482).png,Non-COVID
